12156,99.3
12157,99.3
12158,99.3
12159,99.3
12160,99.3
12161,99.3
12162,99.3
12163,99.3
12164,99.3
12165,99.3
12166,99.3
12167,99.3
12168,99.3
12169,99.3
12170,99.3
12171,99.3
12172,99.3
12173,99.3
12174,99.3
12175,99.3
12176,99.3
12177,99.3
12178,99.3
12179,99.3
12006,98.66666666666667
12007,98.66666666666667
12008,98.66666666666667
12009,98.66666666666667
12010,98.66666666666667
12011,98.66666666666667
12012,98.66666666666667
12013,98.66666666666667
12014,98.66666666666667
12015,98.66666666666667
12016,98.66666666666667
12017,98.66666666666667
12018,98.66666666666667
12019,98.66666666666667
12020,98.66666666666667
12021,98.66666666666667
12022,98.66666666666667
12023,98.66666666666667
12024,98.66666666666667
12025,98.66666666666667
12026,98.66666666666667
12027,98.66666666666667
12028,98.66666666666667
12029,98.66666666666667
12030,98.66666666666667
12031,98.66666666666667
12032,98.66666666666667
