8298,160.0
8299,160.0
8300,160.0
8301,160.0
8302,160.0
8303,160.0
8304,160.0
8305,160.0
8306,160.0
8307,160.0
8308,160.0
8309,160.0
8310,160.0
8311,160.0
8312,160.0
8313,160.0
8314,160.0
8315,160.0
8316,160.0
8317,160.0
8318,160.0
8319,160.0
8320,160.0
8321,160.0
8322,160.0
8323,160.0
8324,160.0
8325,160.0
8326,160.0
8327,160.0
8328,160.0
8329,160.0
8330,160.0
8331,160.0
8332,160.0
8333,160.0
8334,160.0
8335,160.0
8336,160.0
8337,160.0
8338,160.0
8339,160.0
8340,160.0
8341,160.0
8342,160.0
8343,160.0
8344,160.0
8345,160.0
8346,160.0
8347,160.0
8348,160.0
8349,160.0
8350,160.0
8351,160.0
8352,160.0
8353,160.0
8354,160.0
8355,160.0
8356,160.0
8357,160.0
8358,160.0
8359,160.0
8360,160.0
8361,160.0
8362,160.0
8363,160.0
8364,160.0
8365,160.0
8366,160.0
8367,160.0
8368,160.0
8369,160.0
8370,160.0
8371,160.0
8372,160.0
8373,160.0
8374,160.0
8375,160.0
8376,160.0
8377,160.0
8378,160.0
8379,160.0
8380,160.0
8381,160.0
8382,160.0
8383,160.0
8384,160.0
8385,160.0
8386,160.0
8387,160.0
8388,160.0
8389,160.0
8390,160.0
8391,160.0
8392,160.0
8393,160.0
8394,160.0
8395,160.0
8396,160.0
8397,160.0
8398,160.0
